id,name,name_en,img_src,evaluation,looks,smell,taste,throat,total,style,ABV,IBU,brewery,description,brewery_id,style_id
258,銀河高原 エクストラ ペールエール,GINGA KOGEN EXTRA PALE ALE,http://www.beer365.net/cache/40f2ded70288653b52cae85b05f920c1.jpg,2.16,3.5,3,3,3.5,3,ペール・ビター(エール),5%,,株式会社銀河高原ビール(岩手県),"ホップにシトラスの香り際立つ希少品種「シトラホップ」を１００％使用。麦芽本来の甘さを十分に引き出しながらも、スパイシーで爽やかな香りを感じられる上質なオリジナルペールエールです。
今回、シトラホップの特徴であるシトラス系の香りを最大限に引き出しながら、しっかりとした苦味も感じられるように、ホップの投入を段階的に分けました。低温・高温の温度の差を見極めてホップの投入を行い、煮沸時間を通常より長く取るなどして香りと苦味付けに工夫を加えることで、ひと味違ったビールに仕上がっております。
苦味を強調するスタイルであるIPA（インディア ペールエール）のように強い苦味がありながらも、アルコール度数はそれよりやや低めなので飲みやすくなっています。
シトラホップによる爽やかな柑橘系の香りと苦味の調和を、存分に感じていただける商品です。
(オフィシャルリリースより)",308,41
259,ブリマー カリフォルニア スプリング エール,BRIMMER CALIFORNIA SPRING ALE,http://www.beer365.net/cache/bbb46f867d77e63c86d6166b4c6f4fa8.jpg,2.16,3.5,3.5,3,2.5,3,,,,BRIMMER BREWING(神奈川県),アメリカ産のガーゴイルホップを使用。このホップからのマングー風のアロマが楽しめる、さわやかなビールです。,153,
260,梅錦 アロマティックエール,UMENISHIKI AROMATIC ALE,http://www.beer365.net/cache/e17c59872ce9d7461dab999f73044ae4.jpg,2.16,3.5,3,3,3.5,3,ストロング(エール),8%,,梅錦山川株式会社(愛媛県),"まるで熟した果実のような圧倒的な香りを放つストロングエールです。その香りに負けない甘味とエールモルトのコク。アルコール度数8％を超える濃厚な味わいが口の中に広がります。じっくりと味わうことで、さらに深い味わいをお楽しみいただけます。
2008年　インターナショナル・ビア・コンペティション　金賞
2010年　ジャパン・アジア・ビアカップ　銅賞",176,27
261,安房 ブルーベリーエール,ANBOU BLUEBERRY ALE,http://www.beer365.net/cache/fe8e66d2a9733a01cf5259d8a4a18e5c.jpg,2.16,3.5,2.5,3,3.5,3.5,フルーツ・ベジタブル(ハイブリッド),,,有限会社農業法人(千葉県),南房総特産のブルーベリーを使った、夏季限定のビール。スッキリとしたジューシーな味わいの発泡酒です。,259,48
262,サッポロ ヱビス ロイヤル セレクション,SAPPORO YEBISU ROYAL SELECTION,http://www.beer365.net/cache/993839b112f6fefcc2ae5ef664b9c3b7.jpg,2.16,3.5,2.5,3,3.5,3.5,,5.50%,,サッポロビール株式会社(東京都),"五種の厳選麦芽の深いコクと芳ばしい香り
様々な個性をもつ五種の麦芽。芳ばしさを引き出す麦芽を中心に、麦芽のバランスを調整することで、奥深く、芳ばしい味わいに磨きをかけました。
（オフィシャルサイトより）",114,
263,ベアード ジョイ デ ビブレ ゴールデンエール,BAIRD JOIE DE VIVRE GOLDEN ALE,http://www.beer365.net/cache/a43c8371b766cbabbddb51deb8570dd5.png,2.16,3.5,2.5,3,3.5,3.5,ブロンド・ゴールデン(エール),5.50%,25,BAIRD BREWING(静岡県),"ベルギーほど、ビール文化が人生のあらゆる喜びの場面で、深く関わっている国はないだろう。ジョイ・デ・ビブレは、シンプルで、素朴で、ドライなビール。あなたの人生にささやかな喜びを与えてくれるに違いない。
(オフィシャルサイトより)",222,39
264,ストレンジ ブルーイング ピッグヘッド IPA,STRANGE BREWING PIG HEAD IPA,http://www.beer365.net/cache/ea181c0aa62ed552d249f06b17b90674.jpg,2.16,3,3,3.5,2.5,2.5,IPA・インディアペール(エール),6%,70,ストレンジブルーイング(新潟県),麦酒倶楽部ポパイの直営ブルワリーで醸造されたアメリカンIPA。,117,18
265,トンゲルロー ブロンド,TONGERLO BLOND,http://www.beer365.net/cache/c3d7567f4d999d987dd2b1c04c66fb97.jpg,2.14,3,3,3,3.5,3,ペール・ビター(エール),6%,,ブルワリー ハーヒト,"トンゲルローブロンドは明るいブロンド色のアヴィビールです。
まろやかなクリーム状の泡が程よい口当たりの、飲みやすくフルーティーな味わいのビールです。
(輸入元: ユーラシア・トレーディング株式会社より)",25,41
266,サントリー クラフトセレクト ペールエール,SUNTORY CRAFT SELECT PALE ALE,http://www.beer365.net/cache/fe1ed14a64187fea0391ccab01c6f69b.png,2.14,3.2,3,2.8,2.8,2.8,ペール・ビター(エール),5%,,サントリービール株式会社(大阪府),"柑橘系の香りが特長のカスケードホップをふんだんに使用するとともに、レイトホッピング製法※を採用することで、“ハッと目が覚めるような爽やかな香りと心地よい苦み”を実現しました。
※ 麦汁煮沸終了前後の最適な時期にホップを投入する製法
(オフィシャルサイトより)",126,41
267,ギルガメッシュ オイディプース IPA,GILGAMESH OEDIPUS IPA,http://www.beer365.net/cache/3c9726eec39a94acc467778c54e10b12.jpg,2.14,4,3,3,3,3,IPA・インディアペール(エール),6.40%,60,GILGAMESH BREWING,"シトラス、パッションフルーツなど複雑な香りをもつIPA.クリアな飲み口と苦み
(有限会社ファーマーズより)",52,18
268,MAUI BREWING BIKINI BLONDE LAGER,,http://www.beer365.net/cache/12b3056290f7ddb3b6b93012f8a31f68.jpg,2.14,4,3,3,3,3,ヘレス・ブロンド(ラガー),5.10%,18,MAUI BREWING CO.,"軽やかな苦みとモルトの香ばしい甘みが美味しい100%オールモルトの本格ラガー
(輸入元: ナガノトレーディングより)",144,13
269,ブリュードッグ バガボンド ペールエール,BREWDOG VAGABOND PALE ALE,http://www.beer365.net/cache/25d045f5a9cfa0fb42db98f962e6442a.jpg,2.14,4,3,3,3,3,ペール・ビター(エール),4.50%,55,BREWDOG BREWERY,"バガボンドはダイエットブームで注目されている「グルテンフリー」のペールエール。ブリュードッグの新たな試み4種を競い合わせた「プロトタイプチャレンジ2014」の優勝作です。
＊グルテンとは穀物の胚乳に含まれるタンパク質の一種。

スウィートシトラス。ピーチやパイナップル、バナナやアプリコット、幾重もの層になったフルーティーアロマ。フィニッシュにかけてブリュードッグらしいホッピービターとブラウンブレッドの香ばしさ。グルテンフリーながら、しっかりとしたボディとフルフレーバー。
(輸入元: 株式会社ウィスク・イーより)",151,41
270,サンクトガーレン パイナップルエール,SANKTGALLEN　PINAPPLE GOLD,http://www.beer365.net/cache/3dd5ba00f38ab650a6ee2ed6063725db.jpg,2.13,3.2,2.8,2.8,3,2.8,フルーツ・ベジタブル(ハイブリッド),4.80%,21,サンクトガーレン有限会社(神奈川県),"デルモンテのゴールデンパイン100％使用
使用しているのはデルモンテの管理農園で栽培され、横浜の工場で手切りされたゴールデンパインです。
果実はビールが発酵する前の麦汁（ばくじゅう）に投入。果実と麦汁を一緒に発酵させることで、泡までほんのり甘いパイナップル風味のビールになっています。
インターナショナル・ビア・コンペティション　銀、銅賞
2013年　ワールド・ビア・アワード　フレーバーエール部門 ASIA'S BEST",257,48
271,コエド 漆黒,COEDO SHIKKOKU,http://www.beer365.net/cache/aeadbf7775d89e2e61af7997fff4051d.png,2.12,3.5,3.5,3,3,2.5,シュヴァルツ・ダーク(ラガー),5%,,COEDO(埼玉県),"艶やかな黒色と茶白色の細やかな泡立ちのコントラストが冴えるラガータイプの長期熟成黒ビール。2種のブラックモルトと6種の麦芽の配合で、重すぎないまろやかさと軽やかさのバランスの取れた芳ばしいローストが心地よい。
2007-2011年　iTQi　二ツ星
2011年　ヨーロピアン・ビアスター・アワード　金賞
2008年　モンドセレクション　最高金賞",253,5
272,ティー ワイ ハーバー アンバーエール,T.Y. HARBOR AMBER ALE,http://www.beer365.net/cache/cba2eadda4973e8f885f048cd814dd04.jpg,2.12,3.5,3,3,3,3,アンバー・レッド(エール),4.50%,25,T.Y. HARBOR BREWERY(東京都),ボディのしっかりした、琥珀色(アンバー)のエールです。焙煎したモルトを使用し、コクがありながらも低炭酸で苦味抑え、ゆっくりと飲めます。,262,20
273,ヴェデット エクストラ ホワイト,VEDETT EXTRA WHITE,http://www.beer365.net/cache/725693cf06f996f42e0d6c53c0706ebc.jpg,2.12,3.5,3,3,3,3,ベルジャンホワイト・ウィート・ヴィット(エール),4.70%,,DUVEL MOORTGAT,"オランダ語とフランス語で「スター」の名を持つヴェデット・エクストラ ホワイトは、
プレミアムな味わいとユニークな外観が特徴。 厳選された自然原料だけでつくられたホワイトビールです。
フルーティーかつスパイシーな香りがあり爽やかな酸味とすっきりドライな後味が広がります。
(輸入元: 小西酒造株式会社より)
日本オフィシャルサイト: http://www.vedett.jp/",133,40
274,サントリー 2015 初摘みホップ ヌーヴォー ザ プレミアム モルツ,SUNTORY 2015 HATSU TSUMI HOP NOUVEAU THE PREMIUM MALTS,http://www.beer365.net/cache/4103c1fbdf9296eb61dc6c9ddbdc01b5.png,2.12,3.5,3,3,3,3,,5.50%,,サントリービール株式会社(大阪府),"ダイヤモンド麦芽」「天然水100％仕込」といった「ザ・プレミアム・モルツ」の特長はそのままに、2015年に収穫されたチェコ・ザーツ産ファインアロマホップを空輸し、仕込みました。みずみずしい“初摘みホップ”の香りをお楽しみいただけます。
(オフィシャルサイトより)",126,
275,ホワイト バイ ミスティック,WHITE BY MYSTIC,http://www.beer365.net/cache/cef43306d54b89eaf754ca7c34fc1458.jpg,2.12,3.5,3,3,3,3,ベルジャンホワイト・ウィート・ヴィット(エール),5%,,ブルワリー ハーヒト,"大麦麦芽と小麦を使用して造られたホワイトビールです。
白く霞のかかったようなブロンド色と、甘いフルーツ風味が特徴です。サッパリとした酸味で爽快なのど越しです。
(輸入元: ユーラシア・トレーディング株式会社 より)",25,40
276,アウトサイダー バンディット スコッティシュスモークエール,OUTSIDER BANDIT SCOTTISH SMOKE ALE,http://www.beer365.net/cache/e729b99d6a92af0fd84ed65da13d319c.jpg,2.12,3.5,3,3,3,3,スコティッシュ(エール),5%,,OUTSIDER BREWING(山梨県),"スモークモルト使用
軽やかで独特な燻製香がじっくりと広がり
ゆったりとした時間をお楽しみただける一品です。
(オフィシャルブログより)",236,25
277,ビアバディ アメリカン ドリーム 8 ホップス IPA VER.2,BEER BUDDY AMERICAN DREAM 8 HOPS IPA VER. 2,http://www.beer365.net/cache/656b7c3d66cde1351f244c804b896678.jpg,2.12,3.5,3,3,3,3,IPA・インディアペール(エール),6%,,ビアバディ (BEER BUDDY)(東京都),"アメリカ産ホップを8種類使用しました。
アメリカ産ホップのドリームチームによる苦味とフルーティーな香りが楽しめるIPAです。",104,18
278,エチゴ レッドエール,ECHIGO RED ALE,http://www.beer365.net/cache/a54da957e7f4b4e16cb3749c13fe7e17.jpg,2.11,2.8,2.8,2.8,3,2.8,アンバー・レッド(エール),5.50%,25,エチゴビール株式会社(新潟県),美しい赤色のエールビール。ホップ由来のしっかりとした苦味・柑橘系の香り。コクのあるミディアムボディの味わえるビール。,291,20
279,伊勢角屋 x アイビア ル サン パーム ヒカリエール No.5 フラワリー フレッシュ ホップ,ISE KADOYA x iBEER LE SUN PALM HIKARI ALE No.5 FLOWERLY FRESH HOP,http://www.beer365.net/cache/1efed1b7c11222af3a6d0cb71baded2f.jpg,2.1,2.5,3.5,2.5,3.5,3.5,IPA・インディアペール(エール),4.50%,,伊勢角屋麦酒(三重県),"伊勢角屋と渋谷のクラフトビールが飲めるカフェ「iBEER LE SUN PALM」とのコラボでできたビール。
シトラス感でグビグビ飲める。",216,18
